#term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO:0010001	glial cell differentiation	7	178	1.84	3.36e-08	9606.ENSP00000234091,9606.ENSP00000242480,9606.ENSP00000300131,9606.ENSP00000331040,9606.ENSP00000367714,9606.ENSP00000367972,9606.ENSP00000371785	ID2,EGR2,NAB2,OLIG2,HES5,ID4,OLIG1
GO:0045685	regulation of glial cell differentiation	5	71	2.1	2.04e-06	9606.ENSP00000234091,9606.ENSP00000242480,9606.ENSP00000331040,9606.ENSP00000367714,9606.ENSP00000367972	ID2,EGR2,OLIG2,HES5,ID4
GO:0048709	oligodendrocyte differentiation	5	74	2.08	2.04e-06	9606.ENSP00000234091,9606.ENSP00000331040,9606.ENSP00000367714,9606.ENSP00000367972,9606.ENSP00000371785	ID2,OLIG2,HES5,ID4,OLIG1
GO:0006355	regulation of transcription, DNA-templated	11	3388	0.76	1.01e-05	9606.ENSP00000234091,9606.ENSP00000241651,9606.ENSP00000242462,9606.ENSP00000242480,9606.ENSP00000300131,9606.ENSP00000331040,9606.ENSP00000349508,9606.ENSP00000367714,9606.ENSP00000367972,9606.ENSP00000371785,9606.ENSP00000381382	ID2,MYOG,NEUROG3,EGR2,NAB2,OLIG2,CHD4,HES5,ID4,OLIG1,TCF4
GO:0006357	regulation of transcription by RNA polymerase II	10	2172	0.91	1.01e-05	9606.ENSP00000234091,9606.ENSP00000241651,9606.ENSP00000242462,9606.ENSP00000242480,9606.ENSP00000331040,9606.ENSP00000349508,9606.ENSP00000367714,9606.ENSP00000367972,9606.ENSP00000371785,9606.ENSP00000381382	ID2,MYOG,NEUROG3,EGR2,OLIG2,CHD4,HES5,ID4,OLIG1,TCF4
GO:0042552	myelination	5	111	1.9	1.01e-05	9606.ENSP00000242480,9606.ENSP00000300131,9606.ENSP00000331040,9606.ENSP00000367714,9606.ENSP00000367972	EGR2,NAB2,OLIG2,HES5,ID4
GO:0048713	regulation of oligodendrocyte differentiation	4	40	2.25	1.01e-05	9606.ENSP00000234091,9606.ENSP00000331040,9606.ENSP00000367714,9606.ENSP00000367972	ID2,OLIG2,HES5,ID4
GO:0060284	regulation of cell development	8	956	1.17	1.01e-05	9606.ENSP00000234091,9606.ENSP00000241651,9606.ENSP00000242462,9606.ENSP00000242480,9606.ENSP00000331040,9606.ENSP00000367714,9606.ENSP00000367972,9606.ENSP00000381382	ID2,MYOG,NEUROG3,EGR2,OLIG2,HES5,ID4,TCF4
GO:0014003	oligodendrocyte development	4	45	2.2	1.26e-05	9606.ENSP00000234091,9606.ENSP00000367714,9606.ENSP00000367972,9606.ENSP00000371785	ID2,HES5,ID4,OLIG1
GO:0022008	neurogenesis	9	1657	0.99	1.26e-05	9606.ENSP00000234091,9606.ENSP00000242462,9606.ENSP00000242480,9606.ENSP00000300131,9606.ENSP00000331040,9606.ENSP00000367714,9606.ENSP00000367972,9606.ENSP00000371785,9606.ENSP00000381382	ID2,NEUROG3,EGR2,NAB2,OLIG2,HES5,ID4,OLIG1,TCF4
